,Unnamed: 0,station_code,code,code2,code3,interchange,NS,SW,CC,EW,NE,BP,CE,DT,PW,TE,PE,CG,SE,name,totalTapIn,totalTapOut,Cluster,postal,x,y,lat,long,subzone,area,region,status,bus_interchange,mrt_interchange,svc,bus count,pop,hub,min_dist,nearest_hub,bus_rank,pop_rank,dist_rank,pop-bus_rank,code1,geometry,groceryCount,mallCount
0,0,BP6/DT1,BP6,DT1,,True,,,,,,6.0,,1.0,,,,,,Bukit Panjang,503763.25,540350.25,0.0,678213,20011.398119999998,40108.683769999996,1.379002116,103.76153509999999,Gombak,Bukit Batok,West,operational,True,True,"170A,974A,972A,176,180A,190A,963,961M,180,171,961,160,974,178,970,177,67,983,979,963R,973,972,187,190,963e,75,NR3,973A,960,972M,922,975C,920,184,975,976",36,9930.0,False,5.529046359,Jurong East,0.8699186990000001,0.504065041,0.650406504,-0.365853659,,POINT (1.379002116 103.76153509999999),23.0,14.0
1,40,CC10/DT26,CC10,DT26,,True,,,10.0,,,,,26.0,,,,,,MacPherson,229332.25,218221.75,2.0,378956,34230.010480000004,34264.54353,1.326150245,103.88929859999999,Macpherson,Geylang,Central,operational,False,True,"24,155,135,154,70,80A,137,76,43,158,63A,65,43e,80,28,63,61,70A,70M,40,63M",21,28360.0,False,6.287144607,Raffles Place,0.650406504,0.735772358,0.7967479670000001,0.085365854,,POINT (1.326150245 103.88929859999999),37.0,3.0
2,80,CC11,CC11,,,False,,,11.0,,,,,,,,,,,Tai Seng,222885.5,225728.5,1.0,534803,34128.79235,35258.74882,1.3351415009999998,103.88838929999999,Tai Seng,Hougang,North-East,operational,False,False,"24,70,151,80A,76,58A,43,158,62A,90A,62,90,22,93,58B,80,28,70A,70M,58",20,13830.0,False,6.624440279,Tampines,0.62195122,0.593495935,0.821138211,-0.028455285,,POINT (1.3351415009999998 103.88838929999999),32.0,6.0
3,120,CC12,CC12,,,False,,,12.0,,,,,,,,,,,Bartley,87827.5,75543.75,2.0,539788,33214.93397,36072.52553,1.342501178,103.8801779,Bidadari,Toa Payoh,Central,operational,False,False,"93,158,129,28",4,0.0,,,,,,,,,POINT (1.342501178 103.8801779),20.0,5.0
4,160,CC14,CC14,,,False,,,14.0,,,,,,,,,,,Lorong Chuan,104689.0,100974.75,2.0,554533,31431.405469999998,37079.94437,1.351612171,103.86415190000001,Lorong Chuan,Serangoon,North-East,operational,False,False,"105,58",2,8490.0,False,7.635612297000001,Raffles Place,0.052845527999999996,0.463414634,0.910569106,0.410569106,,POINT (1.351612171 103.86415190000001),28.0,9.0
5,200,CC16,CC16,,,False,,,16.0,,,,,,,,,,,Marymount,118507.0,114434.5,2.0,573993,28679.368769999997,36758.71365,1.348707263,103.83942309999999,Upper Thomson,Bishan,Central,operational,False,False,"163,130,167,851,54,165,410G,162M,74,52,162,855,852,132,166,410,410W,980",18,29390.0,False,7.304788437000001,Raffles Place,0.56504065,0.7560975609999999,0.8861788620000001,0.19105691100000002,,POINT (1.348707263 103.83942309999999),20.0,7.0
6,240,CC17/TE9,CC17,TE9,,True,,,17.0,,,,,,,9.0,,,,Caldecott,74797.0,72068.75,0.0,297608,28761.5758,35491.34314,1.3372456129999999,103.8401618,Toa Payoh West,Toa Payoh,Central,operational,False,True,"141,235",2,14360.0,False,6.038770778,Raffles Place,0.052845527999999996,0.6138211379999999,0.7235772359999999,0.56097561,,POINT (1.3372456129999999 103.8401618),26.0,8.0
7,280,CC19/DT9,CC19,DT9,,True,,,19.0,,,,,9.0,,,,,,Botanic Gardens,77084.0,83539.75,2.0,257494,25959.6005,33818.14422,1.322113736,103.8149845,Tyersall,Tanglin,Central,operational,False,True,"170A,186,153,154,151,48,67,156",8,3880.0,False,5.8554404,Raffles Place,0.223577236,0.39024390200000003,0.699186992,0.166666667,,POINT (1.322113736 103.8149845),21.0,6.0
8,320,CC2,CC2,,,False,,,2.0,,,,,,,,,,,Bras Basah,49258.75,52827.75,2.0,189561,29930.76738,31025.9016,1.296861686,103.8506674,Bras Basah,Museum,Central,operational,False,False,"130,147,850E,124,147A,162M,7A,12,131,502,2A,133,32,111,656,851,16,665,162,660,33,166,36,16M,857,851e,502A,167,190,174,652,51,175,14A,518,80,63,951E,77,960,174e,131A,61,14e,7,145,857B,12e,106,36B,960e,2,36A,197,518A,663,14",57,10.0,False,1.418937125,Raffles Place,0.9918699190000001,0.032520325,0.146341463,-0.959349593,,POINT (1.296861686 103.8506674),56.0,50.0
9,360,CC20,CC20,,,False,,,20.0,,,,,,,,,,,Farrer Road,72332.25,73231.5,2.0,268857,25113.2012,33301.26022,1.317439152,103.8073792,Farrer Court,Bukit Timah,Central,operational,False,False,"93,186,174,961,153,5N,165,855,48,961M",10,6180.0,False,6.143011399,Raffles Place,0.296747967,0.41463414600000004,0.74796748,0.11788617900000001,,POINT (1.317439152 103.8073792),26.0,3.0
10,400,CC21,CC21,,,False,,,21.0,,,,,,,,,,,Holland Village,106599.75,113445.75,2.0,278995,23891.21523,32726.41283,1.312240296,103.79639909999999,Leedon Park,Bukit Timah,Central,operational,False,False,"7,5N,106,75,NR8,165,970,7B,95,48,77,61",12,6440.0,False,6.449275377999999,Jurong East,0.36178861799999995,0.42276422799999996,0.81300813,0.06097561,,POINT (1.312240296 103.79639909999999),27.0,2.0
11,440,CC22/EW21,CC22,EW21,,True,,,22.0,21.0,,,,,,,,,,Buona Vista,305493.5,279576.75,2.0,139345,23207.2578,32171.7151,1.307223708,103.7902535,One North,Queenstown,Central,operational,True,True,"92B,147,95B,196,111,105,92M,198,NR5,185,200A,NR8,100,74,200,191,92,91,106,95,92A,14",22,720.0,False,6.061857011,Jurong East,0.678861789,0.24796748,0.731707317,-0.430894309,,POINT (1.307223708 103.7902535),25.0,4.0
12,480,CC23,CC23,,,False,,,23.0,,,,,,,,,,,one-north,132341.25,128568.75,1.0,138647,22896.072809999998,31346.4081,1.299759875,103.7874575,One North,Queenstown,Central,operational,False,False,"191,91",2,720.0,False,6.245205184,Jurong East,0.052845527999999996,0.24796748,0.772357724,0.19512195100000002,,POINT (1.299759875 103.7874575),27.0,6.0
13,520,CC24,CC24,,,False,,,24.0,,,,,,,,,,,Kent Ridge,239850.5,230404.0,1.0,118177,22575.01071,30657.933289999997,1.293533499,103.78457270000001,National University Of S'Pore,Queenstown,Central,operational,False,False,"166,92,92B,33A,97,200A,963e,200,92A,95,95B,963,33,197,14",15,240.0,False,6.4424871029999995,Jurong East,0.47967479700000004,0.18292682899999999,0.804878049,-0.296747967,,POINT (1.293533499 103.78457270000001),20.0,6.0
14,560,CC25,CC25,,,False,,,25.0,,,,,,,,,,,Haw Par Villa,91745.25,85259.75,2.0,117396,22261.1431,29445.80204,1.282571358,103.7817527,Pasir Panjang 1,Queenstown,Central,operational,False,False,"30,200A,51,176,175,200,10,143,188,30e",10,4510.0,False,7.133194912,Jurong East,0.296747967,0.39837398399999996,0.87804878,0.101626016,,POINT (1.282571358 103.7817527),6.0,3.0
15,600,CC26,CC26,,,False,,,26.0,,,,,,,,,,,Pasir Panjang,71427.0,75581.25,1.0,117424,23329.26471,28742.765760000002,1.276213522,103.7913503,Port,Queenstown,Central,operational,False,False,"30,51,176,188e,175,10,143,188,30e",9,120.0,False,6.740080252,Raffles Place,0.25203252,0.146341463,0.853658537,-0.10569105699999999,,POINT (1.276213522 103.7913503),9.0,4.0
16,640,CC27,CC27,,,False,,,27.0,,,,,,,,,,,Labrador Park,49590.25,51106.25,1.0,109029,24584.77505,28304.9441,1.272254177,103.8026316,Maritime Square,Bukit Merah,Central,operational,False,False,"166,93,30,57,97,963,51,176,100,175,10,120,143,188,30e,61",16,3620.0,False,5.586505633,Raffles Place,0.520325203,0.365853659,0.658536585,-0.154471545,,POINT (1.272254177 103.8026316),14.0,6.0
17,680,CC28,CC28,,,False,,,28.0,,,,,,,,,,,Telok Blangah,54512.5,53591.0,0.0,109028,25378.2908,28133.79905,1.270706477,103.80976159999999,Maritime Square,Bukit Merah,Central,operational,False,False,"143,93,166,30,57,61,97,963,176,100,124,10,120,97e,188R,188,963R",17,3620.0,False,4.86991539,Raffles Place,0.548780488,0.365853659,0.56097561,-0.18292682899999999,,POINT (1.270706477 103.80976159999999),16.0,7.0
18,720,CC3,CC3,,,False,,,3.0,,,,,,,,,,,Esplanade,76862.0,67622.0,2.0,189562,30421.99348,30671.62777,1.293657725,103.8550812,City Hall,Downtown Core,Central,operational,False,False,"130,850E,162M,107M,70,502,131,961M,196A,133,196,111,56,656,961,665,162,660,36,16M,857,502A,167,652,100,10e,518,10,196e,951E,77,960,14e,131A,107,57,857B,106,36B,960e,16,518A,663,14",44,80.0,False,1.1337268520000001,Raffles Place,0.93495935,0.12601626,0.113821138,-0.8089430890000001,,POINT (1.293657725 103.8550812),50.0,42.0
19,760,CC4/DT15,CC4,DT15,,True,,,4.0,,,,,15.0,,,,,,Promenade,170624.25,179801.5,2.0,39193,31008.36188,30709.257810000003,1.293997986,103.86035,Marina Centre,Downtown Core,Central,operational,True,True,"97,162M,107M,502,97e,133,111,868E,36,857,502A,518,857B,70A,106,70M,36B,36A,518A",19,10.0,False,1.4769503640000001,Raffles Place,0.589430894,0.032520325,0.17073170699999998,-0.556910569,,POINT (1.293997986 103.86035),40.0,35.0
20,800,CC5,CC5,,,False,,,5.0,,,,,,,,,,,Nicoll Highway,52465.0,53374.5,2.0,38970,31374.164930000003,31347.152869999998,1.2997668470000001,103.863637,Nicoll,Downtown Core,Central,operational,False,False,"196,70A,70M,70,14A,10,16,196A,16M,14",10,290.0,False,2.20382304,Raffles Place,0.296747967,0.203252033,0.243902439,-0.093495935,,POINT (1.2997668470000001 103.863637),42.0,28.0
21,840,CC6,CC6,,,False,,,6.0,,,,,,,,,,,Stadium,93102.25,95493.75,2.0,397692,32676.347710000002,31683.94076,1.302812468,103.8753377,Tanjong Rhu,Kallang,Central,operational,False,False,11,1,11110.0,False,3.37082345,Raffles Place,0.016260163,0.5447154470000001,0.382113821,0.528455285,,POINT (1.302812468 103.8753377),40.0,17.0
22,880,CC7,CC7,,,False,,,7.0,,,,,,,,,,,Mountbatten,90921.5,93317.0,2.0,398006,33476.56343,32058.74185,1.306201905,103.8825281,Aljunied,Geylang,Central,operational,False,False,"196,30,11,158,14A,158A,12,196A,401,14",10,39990.0,False,4.237082533,Raffles Place,0.296747967,0.8861788620000001,0.487804878,0.589430894,,POINT (1.306201905 103.8825281),36.0,10.0
23,920,CC8,CC8,,,False,,,8.0,,,,,,,,,,,Dakota,114832.0,101820.0,2.0,397973,34204.0253,32318.174460000002,1.308547984,103.8890647,Aljunied,Geylang,Central,operational,False,False,"32,30,33,33B,10,31,16,401,16M,30e",10,39990.0,False,4.984850374,Raffles Place,0.296747967,0.8861788620000001,0.577235772,0.589430894,,POINT (1.308547984 103.8890647),38.0,9.0
24,960,CE1/DT16,CE1,DT16,,True,,,,,,,1.0,16.0,,,,,,Bayfront,282228.0,289490.75,2.0,18957,30867.00927,29368.625030000003,1.281873789,103.85907979999999,Bayfront Subzone,Downtown Core,Central,operational,False,True,"NR6,502A,97,106,NR1,518,502,97e,518A,133",10,0.0,,,,,,,,,POINT (1.281873789 103.85907979999999),26.0,25.0
25,1000,CG1/DT35,CG1,DT35,,True,,,,,,,,35.0,,,,1.0,,Expo,132057.25,132488.0,2.0,485985,42362.603460000006,35285.70839,1.3353825259999998,103.9623747,Xilin,Tampines,East,operational,False,True,"20,118,47",3,1760.0,False,2.763834563,Tampines,0.089430894,0.321138211,0.31707317100000004,0.231707317,,POINT (1.3353825259999998 103.9623747),15.0,3.0
26,1040,CG2,CG2,,,False,,,,,,,,,,,,2.0,,Changi Airport,101091.5,98673.25,2.0,819661,45201.32039,37729.193380000004,1.357478974,103.98788359999999,Changi Airport,Changi,East,operational,True,False,"53A,858,24,858B,27,53,110,34B,34,36",10,10.0,False,4.773682429,Tampines,0.296747967,0.032520325,0.552845528,-0.264227642,,POINT (1.357478974 103.98788359999999),2.0,1.0
27,1080,DT10,DT10,,,False,,,,,,,,10.0,,,,,,Stevens,70168.0,57205.25,2.0,257877,27188.22996,33591.66086,1.320065558,103.82602440000001,Nassim,Tanglin,Central,operational,False,True,"170A,105,190,972A,NR3,960e,NR2,190A,48,960,132,972M,67,972",14,9520.0,False,4.895610882,Raffles Place,0.447154472,0.487804878,0.569105691,0.040650407,,POINT (1.320065558 103.82602440000001),30.0,22.0
28,1120,DT13,DT13,,,False,,,,,,,,13.0,,,,,,Rochor,111988.75,115462.5,2.0,188505,30164.70185,31798.87668,1.303852185,103.8527694,Bencoolen,Rochor,Central,operational,False,False,"170A,131A,56,851e,166,57,851,23,960e,131,48,960,4N,2N,67,980",16,1310.0,False,2.198307019,Raffles Place,0.520325203,0.296747967,0.23577235800000002,-0.223577236,,POINT (1.303852185 103.8527694),56.0,49.0
29,1160,DT17,DT17,,,False,,,,,,,,17.0,,,,,,Downtown,135764.75,135289.0,1.0,18969,30172.668810000003,29100.208769999997,1.279446382,103.8528408,Central Subzone,Downtown Core,Central,operational,False,False,"130,186,672,97,670,653,850E,651,671,70,131,97e,502,982E,196A,513,666,133,196,656,970,665,655,162,660,502A,167,652,75,100,661,10e,10,196e,951E,667,654,131A,107,57,668,657,106,400,663",45,880.0,False,0.542423165,Raffles Place,0.943089431,0.264227642,0.048780488,-0.678861789,,POINT (1.279446382 103.8528408),27.0,25.0
30,1200,DT18,DT18,,,False,,,,,,,,18.0,,,,,,Telok Ayer,132294.25,141547.5,1.0,48416,29706.12592,29390.195389999997,1.282068948,103.8486488,Chinatown,Outram,Central,operational,False,False,"130,186,850E,70,131,196,656,970,665,868E,162,660,167,652,75,100,10e,10,196e,951E,107,57,663",23,10490.0,False,0.38740378799999997,Raffles Place,0.719512195,0.520325203,0.040650407,-0.19918699199999998,,POINT (1.282068948 103.8486488),36.0,34.0
31,1240,DT2,DT2,,,False,,,,,,,,2.0,,,,,,Cashew,37019.25,29857.25,2.0,679696,20334.55891,39092.85854,1.369815449,103.7644392,Jelebu,Bukit Panjang,West,operational,False,False,"170A,961,184,176,75,178,970,177,963,961M,67",11,31310.0,False,4.762761326000001,Jurong East,0.337398374,0.7886178859999999,0.5447154470000001,0.45121951200000004,,POINT (1.369815449 103.7644392),19.0,9.0
32,1280,DT20,DT20,,,False,,,,,,,,20.0,,,,,,Fort Canning,59072.5,62220.75,2.0,179038,29225.627610000003,30541.60877,1.292481948,103.8443314,Clarke Quay,Singapore River,Central,operational,False,False,"NR6,5N,195,139,2N,1N,32,195A,NR5,6N,NR8,64,NR3,NR2,4N,123,NR1,3N,143,54",20,130.0,False,1.2213428370000001,Raffles Place,0.62195122,0.158536585,0.13008130099999998,-0.463414634,,POINT (1.292481948 103.8443314),58.0,48.0
33,1320,DT21,DT21,,,False,,,,,,,,21.0,,,,,,Bencoolen,72228.0,67475.0,2.0,189658,29895.86395,31253.32587,1.298918434,103.8503538,Bencoolen,Rochor,Central,operational,False,False,"NR6,147,5N,850E,124,147A,162M,139,131,502,2N,1N,111,56,656,665,162,660,166,36,16M,857,502A,167,190,6N,174,652,65,64,175,518,951E,77,4N,174e,131A,14e,7,857B,106,3N,36B,16,518A,663,14",47,1310.0,False,1.64949142,Raffles Place,0.9552845529999999,0.296747967,0.203252033,-0.658536585,,POINT (1.298918434 103.8503538),60.0,49.0
34,1360,DT22,DT22,,,False,,,,,,,,22.0,,,,,,Jalan Besar,80820.75,87332.5,0.0,208826,30445.85298,31944.74962,1.305171388,103.8552957,Sungei Road,Rochor,Central,operational,False,False,"170A,130,147,147A,139,2N,851,48,67,857,851e,64,65,23,960,4N,57,857B,960e",19,2050.0,False,2.378679686,Raffles Place,0.589430894,0.333333333,0.284552846,-0.25609756100000003,,POINT (1.305171388 103.8552957),54.0,45.0
35,1400,DT23,DT23,,,False,,,,,,,,23.0,,,,,,Bendemeer,48946.25,49219.0,1.0,339356,31300.767610000003,32884.770919999995,1.313672528,103.8629776,Kallang Bahru,Kallang,Central,operational,False,False,"961,175,107M,961M,107,61",6,20.0,False,3.52606839,Raffles Place,0.150406504,0.073170732,0.39837398399999996,-0.07723577200000001,,POINT (1.313672528 103.8629776),50.0,24.0
36,1440,DT24,DT24,,,False,,,,,,,,24.0,,,,,,Geylang Bahru,74081.75,73595.5,0.0,339355,32262.86126,33728.31269,1.321301102,103.8716226,Geylang Bahru,Kallang,Central,operational,False,False,"26,853,175,107M,853M,140,107,61",8,11280.0,False,4.702203235,Raffles Place,0.223577236,0.552845528,0.520325203,0.329268293,,POINT (1.321301102 103.8716226),49.0,7.0
37,1480,DT25,DT25,,,False,,,,,,,,25.0,,,,,,Mattar,56477.25,59515.25,2.0,379314,33556.583439999995,34344.85853,1.326876715,103.8832475,Macpherson,Geylang,Central,operational,False,False,"155,135,154,158,65,40,63,63A,63M,61",10,28360.0,False,5.923120647999999,Raffles Place,0.296747967,0.735772358,0.707317073,0.43902439,,POINT (1.326876715 103.8832475),32.0,3.0
38,1520,DT27,DT27,,,False,,,,,,,,27.0,,,,,,Ubi,112029.0,111569.5,2.0,408899,35334.89183,34687.41099,1.32997426,103.8992267,Kampong Ubi,Geylang,Central,operational,False,False,"61,63,137,65,8,63A,63M,22",8,11800.0,False,5.725692256,Tampines,0.223577236,0.577235772,0.674796748,0.35365853700000005,,POINT (1.32997426 103.8992267),30.0,2.0
39,1560,DT28,DT28,,,False,,,,,,,,28.0,,,,,,Kaki Bukit,141341.5,137041.25,2.0,415804,36362.378280000004,35239.552260000004,1.33496736,103.9084593,Kaki Bukit,Bedok,East,operational,False,False,"15A,5,59,58A,87,15,58B,58",8,37150.0,False,4.559287374,Tampines,0.223577236,0.825203252,0.504065041,0.601626016,,POINT (1.33496736 103.9084593),24.0,4.0
40,1600,DT29,DT29,,,False,,,,,,,,29.0,,,,,,Bedok North,105759.0,96387.25,0.0,479481,37421.743819999996,35214.680389999994,1.334742117,103.91797829999999,Kaki Bukit,Bedok,East,operational,False,False,"87,23,518,137,137A,60,60T",7,37150.0,False,3.657719985,Tampines,0.18699187,0.825203252,0.406504065,0.638211382,,POINT (1.334742117 103.91797829999999),26.0,3.0
41,1640,DT3,DT3,,,False,,,,,,,,3.0,,,,,,Hillview,92629.75,84220.75,0.0,678211,20666.06755,38266.78985,1.362344868,103.7674183,Nature Reserve,Bukit Panjang,West,operational,False,False,"170A,973,961,653,184,176,75,178,970,963,961M,67",12,3850.0,False,4.282728415,Jurong East,0.36178861799999995,0.382113821,0.495934959,0.020325203,,POINT (1.362344868 103.7674183),21.0,11.0
42,1680,DT30,DT30,,,False,,,,,,,,30.0,,,,,,Bedok Reservoir,102690.75,98861.5,0.0,469724,39008.313160000005,35421.04087,1.33660783,103.93223459999999,Bedok Reservoir,Bedok,East,operational,False,False,"5,21,59,168,46,65,69,CT18,28,18,228,2N,67",13,25470.0,False,2.34634673,Tampines,0.406504065,0.6910569109999999,0.276422764,0.284552846,,POINT (1.33660783 103.93223459999999),33.0,8.0
43,1720,DT31,DT31,,,False,,,,,,,,31.0,,,,,,Tampines West,110811.5,117267.5,0.0,529683,39698.52759,36406.01433,1.345515306,103.938437,Tampines West,Tampines,East,operational,False,False,"46,513,2N,18,5,15,129,8,67,15A,59,118B,65,23,518,69,28,21,118,168,118A",21,79670.0,False,1.14263002,Tampines,0.650406504,0.967479675,0.12195122,0.31707317100000004,,POINT (1.345515306 103.938437),29.0,10.0
44,1760,DT33,DT33,,,False,,,,,,,,33.0,,,,,,Tampines East,244577.25,228995.25,0.0,529623,41501.07485,37586.61776,1.3561914830000001,103.9546345,Tampines East,Tampines,East,operational,False,False,"9A,19,34B,12,293T,34,18,37,17,29A,8,3,4,59,38,518,81,29,21,12e,293,39,9",23,130980.0,False,1.102787123,Tampines,0.719512195,0.9959349590000001,0.097560976,0.276422764,,POINT (1.3561914830000001 103.9546345),25.0,11.0
45,1800,DT34,DT34,,,False,,,,,,,,34.0,,,,,,Upper Changi,54853.5,50693.75,2.0,485990,42262.18797,35988.65688,1.341739774,103.9614728,Simei,Tampines,East,operational,False,False,"24,2,5,4N",4,39450.0,False,2.224288376,Tampines,0.10569105699999999,0.857723577,0.25203252,0.75203252,,POINT (1.341739774 103.9614728),19.0,7.0
46,1840,DT5,DT5,,,False,,,,,,,,5.0,,,,,,Beauty World,160784.0,162179.75,0.0,588216,21598.16648,35931.235889999996,1.341223176,103.7757943,Anak Bukit,Bukit Timah,Central,operational,False,False,"170A,852,961M,961,157,970,985,67,174,75,52,77,174e,66,61,184,41,3N,173",19,21870.0,False,3.831476629,Jurong East,0.589430894,0.650406504,0.430894309,0.06097561,,POINT (1.341223176 103.7757943),17.0,4.0
47,1880,DT6,DT6,,,False,,,,,,,,6.0,,,,,,King Albert Park,86568.5,79996.5,2.0,599987,22444.489569999998,35316.247910000006,1.335661613,103.7833991,Holland Road,Bukit Timah,Central,operational,False,False,"170A,174,961,154,157,74,970,151,852,77,961M,67",12,10840.0,False,4.578800951,Jurong East,0.36178861799999995,0.5365853660000001,0.5121951220000001,0.174796748,,POINT (1.335661613 103.7833991),19.0,3.0
